timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.0500288,93.09451980491808,move,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
1762324070.0500302,22.289561730173624,move,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),YTK 7
1762324071.050031,29.441422898501134,scan,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324072.0500314,93.79008857381676,scan,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Nahuatl 2
1762324073.0500317,22.957293633545085,move,high,Tlahueto Tlatlacatecolo (Light Against Demons),Nahuatl 2
1762324074.050032,10.791413434244856,move,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),YTK 7
1762324075.0500321,86.3712926592761,alert,medium,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Life Path 4
1762324076.0500324,9.041519519692542,alert,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Nahuatl 2
1762324077.0500324,83.71264321376631,alert,medium,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Destiny 9
1762324078.0500326,37.56502698250953,scan,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Destiny 9
